image_name,image_path,label_name_class,label_num_class,label_name_gender,label_num_gender,label_name_race,label_num_race
angry___429.jpg,../data_new/angry/angry___429.jpg,angry,0,male,0,black,1
happy___142.jpg,../data_new/happy/happy___142.jpg,happy,2,female,1,white,0
focused___409.png,../data_new/focused/focused___409.png,focused,1,male,0,hispanic,3
neutral___181.png,../data_new/neutral/neutral___181.png,neutral,3,male,0,white,0
happy___493.jpg,../data_new/happy/happy___493.jpg,happy,2,female,1,white,0
angry___449.png,../data_new/angry/angry___449.png,angry,0,male,0,white,0
angry___256.png,../data_new/angry/angry___256.png,angry,0,male,0,white,0
neutral___43.png,../data_new/neutral/neutral___43.png,neutral,3,male,0,black,1
focused___122.png,../data_new/focused/focused___122.png,focused,1,male,0,black,1
happy___457.png,../data_new/happy/happy___457.png,happy,2,male,0,black,1
neutral___244.png,../data_new/neutral/neutral___244.png,neutral,3,female,1,hispanic,3
happy___31.jpg,../data_new/happy/happy___31.jpg,happy,2,female,1,white,0
happy___514.jpg,../data_new/happy/happy___514.jpg,happy,2,male,0,white,0
angry___523.jpg,../data_new/angry/angry___523.jpg,angry,0,female,1,asian,2
happy___286.png,../data_new/happy/happy___286.png,happy,2,male,0,white,0
focused___320.png,../data_new/focused/focused___320.png,focused,1,male,0,white,0
neutral___58.png,../data_new/neutral/neutral___58.png,neutral,3,male,0,white,0
focused___70.png,../data_new/focused/focused___70.png,focused,1,male,0,white,0
focused___473.png,../data_new/focused/focused___473.png,focused,1,male,0,black,1
neutral___414.png,../data_new/neutral/neutral___414.png,neutral,3,male,0,white,0
neutral___117.png,../data_new/neutral/neutral___117.png,neutral,3,female,1,white,0
focused___164.png,../data_new/focused/focused___164.png,focused,1,female,1,asian,2
focused___207.png,../data_new/focused/focused___207.png,focused,1,male,0,black,1
happy___49.jpg,../data_new/happy/happy___49.jpg,happy,2,male,0,white,0
focused___103.png,../data_new/focused/focused___103.png,focused,1,male,0,white,0
focused___278.png,../data_new/focused/focused___278.png,focused,1,male,0,white,0
happy___8.png,../data_new/happy/happy___8.png,happy,2,female,1,white,0
happy___153.jpg,../data_new/happy/happy___153.jpg,happy,2,female,1,white,0
happy___264.jpg,../data_new/happy/happy___264.jpg,happy,2,female,1,white,0
happy___257.jpg,../data_new/happy/happy___257.jpg,happy,2,male,0,white,0
happy___524.jpg,../data_new/happy/happy___524.jpg,happy,2,female,1,hispanic,3
angry___132.jpg,../data_new/angry/angry___132.jpg,angry,0,male,0,white,0
happy___45.jpg,../data_new/happy/happy___45.jpg,happy,2,male,0,white,0
angry___264.jpg,../data_new/angry/angry___264.jpg,angry,0,male,0,white,0
neutral___379.jpg,../data_new/neutral/neutral___379.jpg,neutral,3,female,1,white,0
happy___203.png,../data_new/happy/happy___203.png,happy,2,female,1,white,0
focused___228.png,../data_new/focused/focused___228.png,focused,1,male,0,hispanic,3
focused___149.png,../data_new/focused/focused___149.png,focused,1,male,0,white,0
neutral___311.png,../data_new/neutral/neutral___311.png,neutral,3,male,0,white,0
focused___368.png,../data_new/focused/focused___368.png,focused,1,female,1,arab,4
neutral___259.png,../data_new/neutral/neutral___259.png,neutral,3,female,1,white,0
happy___509.jpg,../data_new/happy/happy___509.jpg,happy,2,male,0,white,0
neutral___120.png,../data_new/neutral/neutral___120.png,neutral,3,female,1,white,0
happy___96.png,../data_new/happy/happy___96.png,happy,2,male,0,white,0
happy___292.jpg,../data_new/happy/happy___292.jpg,happy,2,female,1,black,1
neutral___10.png,../data_new/neutral/neutral___10.png,neutral,3,female,1,white,0
angry___437.jpg,../data_new/angry/angry___437.jpg,angry,0,male,0,asian,2
focused___291.png,../data_new/focused/focused___291.png,focused,1,male,0,white,0
neutral___351.jpg,../data_new/neutral/neutral___351.jpg,neutral,3,male,0,asian,2
happy___515.png,../data_new/happy/happy___515.png,happy,2,male,0,white,0
neutral___19.jpg,../data_new/neutral/neutral___19.jpg,neutral,3,male,0,white,0
focused___28.jpg,../data_new/focused/focused___28.jpg,focused,1,female,1,black,1
happy___543.png,../data_new/happy/happy___543.png,happy,2,female,1,white,0
focused___34.png,../data_new/focused/focused___34.png,focused,1,male,0,arab,4
happy___238.png,../data_new/happy/happy___238.png,happy,2,female,1,white,0
neutral___453.png,../data_new/neutral/neutral___453.png,neutral,3,female,1,white,0
happy___156.png,../data_new/happy/happy___156.png,happy,2,female,1,white,0
angry___374.png,../data_new/angry/angry___374.png,angry,0,female,1,white,0
happy___105.png,../data_new/happy/happy___105.png,happy,2,female,1,white,0
angry___112.jpg,../data_new/angry/angry___112.jpg,angry,0,male,0,white,0
neutral___312.png,../data_new/neutral/neutral___312.png,neutral,3,female,1,white,0
angry___277.jpg,../data_new/angry/angry___277.jpg,angry,0,female,1,black,1
happy___24.jpg,../data_new/happy/happy___24.jpg,happy,2,male,0,white,0
angry___120.png,../data_new/angry/angry___120.png,angry,0,male,0,white,0
focused___198.png,../data_new/focused/focused___198.png,focused,1,male,0,hispanic,3
neutral___462.png,../data_new/neutral/neutral___462.png,neutral,3,female,1,asian,2
happy___409.png,../data_new/happy/happy___409.png,happy,2,male,0,asian,2
angry___479.jpg,../data_new/angry/angry___479.jpg,angry,0,female,1,white,0
happy___348.jpg,../data_new/happy/happy___348.jpg,happy,2,female,1,white,0
focused___61.png,../data_new/focused/focused___61.png,focused,1,male,0,white,0
happy___20.jpg,../data_new/happy/happy___20.jpg,happy,2,male,0,asian,2
neutral___241.png,../data_new/neutral/neutral___241.png,neutral,3,female,1,white,0
happy___228.png,../data_new/happy/happy___228.png,happy,2,female,1,white,0
angry___387.jpg,../data_new/angry/angry___387.jpg,angry,0,male,0,white,0
focused___214.png,../data_new/focused/focused___214.png,focused,1,female,1,white,0
neutral___188.png,../data_new/neutral/neutral___188.png,neutral,3,female,1,white,0
neutral___202.jpg,../data_new/neutral/neutral___202.jpg,neutral,3,male,0,black,1
neutral___516.png,../data_new/neutral/neutral___516.png,neutral,3,female,1,white,0
neutral___157.png,../data_new/neutral/neutral___157.png,neutral,3,female,1,white,0
angry___459.jpg,../data_new/angry/angry___459.jpg,angry,0,,,,
angry___160.png,../data_new/angry/angry___160.png,angry,0,,,,
neutral___218.png,../data_new/neutral/neutral___218.png,neutral,3,female,1,white,0
happy___268.jpg,../data_new/happy/happy___268.jpg,happy,2,,,,
neutral___168.png,../data_new/neutral/neutral___168.png,neutral,3,male,0,hispanic,3
focused___100.png,../data_new/focused/focused___100.png,focused,1,,,,
happy___126.png,../data_new/happy/happy___126.png,happy,2,,,,
focused___140.png,../data_new/focused/focused___140.png,focused,1,,,,
happy___50.jpg,../data_new/happy/happy___50.jpg,happy,2,,,,
happy___205.png,../data_new/happy/happy___205.png,happy,2,,,,
angry___223.png,../data_new/angry/angry___223.png,angry,0,,,,
happy___314.jpg,../data_new/happy/happy___314.jpg,happy,2,,,,
focused___301.png,../data_new/focused/focused___301.png,focused,1,,,,
neutral___20.png,../data_new/neutral/neutral___20.png,neutral,3,female,1,black,1
focused___303.png,../data_new/focused/focused___303.png,focused,1,,,,
angry___175.png,../data_new/angry/angry___175.png,angry,0,,,,
happy___253.jpg,../data_new/happy/happy___253.jpg,happy,2,,,,
angry___51.jpg,../data_new/angry/angry___51.jpg,angry,0,,,,
angry___234.jpg,../data_new/angry/angry___234.jpg,angry,0,,,,
neutral___171.png,../data_new/neutral/neutral___171.png,neutral,3,female,1,asian,2
happy___367.png,../data_new/happy/happy___367.png,happy,2,,,,
happy___195.png,../data_new/happy/happy___195.png,happy,2,,,,
angry___513.jpg,../data_new/angry/angry___513.jpg,angry,0,,,,
happy___166.png,../data_new/happy/happy___166.png,happy,2,,,,
neutral___403.png,../data_new/neutral/neutral___403.png,neutral,3,male,0,hispanic,3
angry___67.jpg,../data_new/angry/angry___67.jpg,angry,0,,,,
neutral___380.png,../data_new/neutral/neutral___380.png,neutral,3,female,1,hispanic,3
focused___489.png,../data_new/focused/focused___489.png,focused,1,,,,
focused___454.png,../data_new/focused/focused___454.png,focused,1,,,,
angry___266.jpg,../data_new/angry/angry___266.jpg,angry,0,,,,
angry___420.png,../data_new/angry/angry___420.png,angry,0,,,,
neutral___369.png,../data_new/neutral/neutral___369.png,neutral,3,male,0,arab,4
happy___259.png,../data_new/happy/happy___259.png,happy,2,,,,
happy___107.jpg,../data_new/happy/happy___107.jpg,happy,2,,,,
angry___324.jpg,../data_new/angry/angry___324.jpg,angry,0,,,,
happy___138.jpg,../data_new/happy/happy___138.jpg,happy,2,,,,
angry___205.png,../data_new/angry/angry___205.png,angry,0,,,,
angry___406.jpg,../data_new/angry/angry___406.jpg,angry,0,,,,
neutral___125.jpg,../data_new/neutral/neutral___125.jpg,neutral,3,female,1,white,0
angry___502.jpg,../data_new/angry/angry___502.jpg,angry,0,,,,
happy___544.jpg,../data_new/happy/happy___544.jpg,happy,2,,,,
angry___221.png,../data_new/angry/angry___221.png,angry,0,,,,
happy___66.png,../data_new/happy/happy___66.png,happy,2,,,,
neutral___70.jpg,../data_new/neutral/neutral___70.jpg,neutral,3,male,0,white,0
focused___80.png,../data_new/focused/focused___80.png,focused,1,,,,
neutral___115.jpg,../data_new/neutral/neutral___115.jpg,neutral,3,male,0,white,0
focused___144.png,../data_new/focused/focused___144.png,focused,1,,,,
neutral___94.jpg,../data_new/neutral/neutral___94.jpg,neutral,3,female,1,white,0
focused___434.jpg,../data_new/focused/focused___434.jpg,focused,1,,,,
happy___328.png,../data_new/happy/happy___328.png,happy,2,,,,
happy___181.png,../data_new/happy/happy___181.png,happy,2,,,,
neutral___233.png,../data_new/neutral/neutral___233.png,neutral,3,female,1,hispanic,3
neutral___21.png,../data_new/neutral/neutral___21.png,neutral,3,female,1,white,0
neutral___419.jpg,../data_new/neutral/neutral___419.jpg,neutral,3,male,0,hispanic,3
angry___514.jpg,../data_new/angry/angry___514.jpg,angry,0,,,,
happy___17.png,../data_new/happy/happy___17.png,happy,2,,,,
angry___204.jpg,../data_new/angry/angry___204.jpg,angry,0,,,,
happy___152.jpg,../data_new/happy/happy___152.jpg,happy,2,,,,
neutral___136.png,../data_new/neutral/neutral___136.png,neutral,3,male,0,white,0
neutral___424.jpg,../data_new/neutral/neutral___424.jpg,neutral,3,male,0,white,0
angry___504.jpg,../data_new/angry/angry___504.jpg,angry,0,,,,
focused___143.png,../data_new/focused/focused___143.png,focused,1,,,,
angry___468.jpg,../data_new/angry/angry___468.jpg,angry,0,,,,
focused___82.png,../data_new/focused/focused___82.png,focused,1,,,,
focused___219.png,../data_new/focused/focused___219.png,focused,1,,,,
focused___254.png,../data_new/focused/focused___254.png,focused,1,,,,
angry___72.jpg,../data_new/angry/angry___72.jpg,angry,0,,,,
happy___403.png,../data_new/happy/happy___403.png,happy,2,,,,
neutral___301.png,../data_new/neutral/neutral___301.png,neutral,3,male,0,white,0
angry___42.png,../data_new/angry/angry___42.png,angry,0,,,,
focused___333.png,../data_new/focused/focused___333.png,focused,1,,,,
happy___168.jpg,../data_new/happy/happy___168.jpg,happy,2,,,,
neutral___77.png,../data_new/neutral/neutral___77.png,neutral,3,male,0,white,0
angry___230.jpg,../data_new/angry/angry___230.jpg,angry,0,,,,
neutral___32.png,../data_new/neutral/neutral___32.png,neutral,3,female,1,black,1
focused___111.png,../data_new/focused/focused___111.png,focused,1,,,,
focused___152.png,../data_new/focused/focused___152.png,focused,1,,,,
focused___462.png,../data_new/focused/focused___462.png,focused,1,,,,
angry___38.jpg,../data_new/angry/angry___38.jpg,angry,0,,,,
angry___169.png,../data_new/angry/angry___169.png,angry,0,,,,
happy___157.png,../data_new/happy/happy___157.png,happy,2,,,,
happy___279.png,../data_new/happy/happy___279.png,happy,2,,,,
happy___234.png,../data_new/happy/happy___234.png,happy,2,,,,
angry___332.jpg,../data_new/angry/angry___332.jpg,angry,0,,,,
happy___536.png,../data_new/happy/happy___536.png,happy,2,,,,
focused___376.png,../data_new/focused/focused___376.png,focused,1,,,,
focused___97.png,../data_new/focused/focused___97.png,focused,1,,,,
neutral___269.png,../data_new/neutral/neutral___269.png,neutral,3,female,1,white,0
angry___60.jpg,../data_new/angry/angry___60.jpg,angry,0,,,,
angry___206.jpg,../data_new/angry/angry___206.jpg,angry,0,,,,
neutral___407.png,../data_new/neutral/neutral___407.png,neutral,3,male,0,white,0
angry___23.png,../data_new/angry/angry___23.png,angry,0,,,,
neutral___322.png,../data_new/neutral/neutral___322.png,neutral,3,male,0,hispanic,3
angry___372.jpg,../data_new/angry/angry___372.jpg,angry,0,,,,
neutral___28.png,../data_new/neutral/neutral___28.png,neutral,3,female,1,white,0
happy___28.jpg,../data_new/happy/happy___28.jpg,happy,2,,,,
focused___270.png,../data_new/focused/focused___270.png,focused,1,,,,
angry___151.jpg,../data_new/angry/angry___151.jpg,angry,0,,,,
happy___169.png,../data_new/happy/happy___169.png,happy,2,,,,
focused___506.png,../data_new/focused/focused___506.png,focused,1,,,,
happy___450.png,../data_new/happy/happy___450.png,happy,2,,,,
angry___486.jpg,../data_new/angry/angry___486.jpg,angry,0,,,,
happy___200.jpg,../data_new/happy/happy___200.jpg,happy,2,,,,
happy___466.png,../data_new/happy/happy___466.png,happy,2,,,,
focused___19.png,../data_new/focused/focused___19.png,focused,1,,,,
angry___272.jpg,../data_new/angry/angry___272.jpg,angry,0,,,,
focused___171.png,../data_new/focused/focused___171.png,focused,1,,,,
happy___296.png,../data_new/happy/happy___296.png,happy,2,,,,
focused___48.jpg,../data_new/focused/focused___48.jpg,focused,1,,,,
focused___478.png,../data_new/focused/focused___478.png,focused,1,,,,
happy___290.png,../data_new/happy/happy___290.png,happy,2,,,,
angry___458.jpg,../data_new/angry/angry___458.jpg,angry,0,,,,
focused___15.png,../data_new/focused/focused___15.png,focused,1,,,,
angry___251.jpg,../data_new/angry/angry___251.jpg,angry,0,,,,
neutral___274.png,../data_new/neutral/neutral___274.png,neutral,3,female,1,hispanic,3
angry___505.jpg,../data_new/angry/angry___505.jpg,angry,0,,,,
angry___98.jpg,../data_new/angry/angry___98.jpg,angry,0,,,,
neutral___465.png,../data_new/neutral/neutral___465.png,neutral,3,male,0,white,0
angry___89.jpg,../data_new/angry/angry___89.jpg,angry,0,,,,
angry___413.png,../data_new/angry/angry___413.png,angry,0,,,,
focused___121.png,../data_new/focused/focused___121.png,focused,1,,,,
angry___17.jpg,../data_new/angry/angry___17.jpg,angry,0,,,,
neutral___377.png,../data_new/neutral/neutral___377.png,neutral,3,female,1,white,0
happy___191.png,../data_new/happy/happy___191.png,happy,2,,,,
happy___508.jpg,../data_new/happy/happy___508.jpg,happy,2,,,,
happy___163.png,../data_new/happy/happy___163.png,happy,2,,,,
happy___454.jpg,../data_new/happy/happy___454.jpg,happy,2,,,,
neutral___515.png,../data_new/neutral/neutral___515.png,neutral,3,female,1,white,0
focused___453.png,../data_new/focused/focused___453.png,focused,1,,,,
angry___404.png,../data_new/angry/angry___404.png,angry,0,,,,
neutral___415.png,../data_new/neutral/neutral___415.png,neutral,3,male,0,white,0
angry___483.jpg,../data_new/angry/angry___483.jpg,angry,0,,,,
neutral___6.png,../data_new/neutral/neutral___6.png,neutral,3,male,0,white,0
neutral___207.png,../data_new/neutral/neutral___207.png,neutral,3,female,1,hispanic,3
neutral___495.jpg,../data_new/neutral/neutral___495.jpg,neutral,3,male,0,hispanic,3
angry___497.jpg,../data_new/angry/angry___497.jpg,angry,0,,,,
happy___260.png,../data_new/happy/happy___260.png,happy,2,,,,
happy___262.jpg,../data_new/happy/happy___262.jpg,happy,2,,,,
neutral___105.png,../data_new/neutral/neutral___105.png,neutral,3,male,0,hispanic,3
angry___363.png,../data_new/angry/angry___363.png,angry,0,,,,
angry___262.jpg,../data_new/angry/angry___262.jpg,angry,0,,,,
happy___189.png,../data_new/happy/happy___189.png,happy,2,,,,
neutral___464.jpg,../data_new/neutral/neutral___464.jpg,neutral,3,female,1,asian,2
focused___390.jpg,../data_new/focused/focused___390.jpg,focused,1,,,,
neutral___447.jpg,../data_new/neutral/neutral___447.jpg,neutral,3,female,1,white,0
angry___274.png,../data_new/angry/angry___274.png,angry,0,,,,
focused___220.png,../data_new/focused/focused___220.png,focused,1,,,,
happy___455.png,../data_new/happy/happy___455.png,happy,2,,,,
focused___363.jpg,../data_new/focused/focused___363.jpg,focused,1,,,,
neutral___192.jpg,../data_new/neutral/neutral___192.jpg,neutral,3,female,1,white,0
angry___322.png,../data_new/angry/angry___322.png,angry,0,,,,
neutral___152.jpg,../data_new/neutral/neutral___152.jpg,neutral,3,male,0,asian,2
focused___50.png,../data_new/focused/focused___50.png,focused,1,,,,
neutral___502.png,../data_new/neutral/neutral___502.png,neutral,3,female,1,white,0
neutral___454.png,../data_new/neutral/neutral___454.png,neutral,3,male,0,white,0
angry___461.jpg,../data_new/angry/angry___461.jpg,angry,0,,,,
angry___402.png,../data_new/angry/angry___402.png,angry,0,,,,
neutral___329.jpg,../data_new/neutral/neutral___329.jpg,neutral,3,male,0,black,1
angry___140.jpg,../data_new/angry/angry___140.jpg,angry,0,,,,
angry___313.png,../data_new/angry/angry___313.png,angry,0,,,,
angry___400.jpg,../data_new/angry/angry___400.jpg,angry,0,,,,
focused___67.png,../data_new/focused/focused___67.png,focused,1,,,,
happy___385.png,../data_new/happy/happy___385.png,happy,2,,,,
angry___315.png,../data_new/angry/angry___315.png,angry,0,,,,
focused___373.png,../data_new/focused/focused___373.png,focused,1,,,,
happy___94.jpg,../data_new/happy/happy___94.jpg,happy,2,,,,
happy___427.jpg,../data_new/happy/happy___427.jpg,happy,2,,,,
focused___45.png,../data_new/focused/focused___45.png,focused,1,,,,
angry___252.jpg,../data_new/angry/angry___252.jpg,angry,0,,,,
neutral___146.png,../data_new/neutral/neutral___146.png,neutral,3,male,0,asian,2
focused___374.png,../data_new/focused/focused___374.png,focused,1,,,,
focused___227.png,../data_new/focused/focused___227.png,focused,1,,,,
happy___247.png,../data_new/happy/happy___247.png,happy,2,,,,
happy___452.png,../data_new/happy/happy___452.png,happy,2,,,,
focused___325.png,../data_new/focused/focused___325.png,focused,1,,,,
happy___210.png,../data_new/happy/happy___210.png,happy,2,,,,
neutral___313.jpg,../data_new/neutral/neutral___313.jpg,neutral,3,male,0,asian,2
focused___327.png,../data_new/focused/focused___327.png,focused,1,,,,
happy___441.jpg,../data_new/happy/happy___441.jpg,happy,2,,,,
angry___517.jpg,../data_new/angry/angry___517.jpg,angry,0,,,,
neutral___203.png,../data_new/neutral/neutral___203.png,neutral,3,male,0,white,0
angry___417.jpg,../data_new/angry/angry___417.jpg,angry,0,,,,
happy___5.jpg,../data_new/happy/happy___5.jpg,happy,2,,,,
happy___522.jpg,../data_new/happy/happy___522.jpg,happy,2,,,,
focused___281.png,../data_new/focused/focused___281.png,focused,1,,,,
angry___103.png,../data_new/angry/angry___103.png,angry,0,,,,
focused___292.png,../data_new/focused/focused___292.png,focused,1,,,,
happy___309.jpg,../data_new/happy/happy___309.jpg,happy,2,,,,
angry___155.jpg,../data_new/angry/angry___155.jpg,angry,0,,,,
angry___381.jpg,../data_new/angry/angry___381.jpg,angry,0,,,,
focused___41.png,../data_new/focused/focused___41.png,focused,1,,,,
neutral___111.png,../data_new/neutral/neutral___111.png,neutral,3,male,0,asian,2
focused___337.png,../data_new/focused/focused___337.png,focused,1,,,,
happy___320.png,../data_new/happy/happy___320.png,happy,2,,,,
focused___381.png,../data_new/focused/focused___381.png,focused,1,,,,
angry___24.jpg,../data_new/angry/angry___24.jpg,angry,0,,,,
neutral___507.png,../data_new/neutral/neutral___507.png,neutral,3,male,0,arab,4
focused___477.png,../data_new/focused/focused___477.png,focused,1,,,,
neutral___240.jpg,../data_new/neutral/neutral___240.jpg,neutral,3,female,1,white,0
focused___151.png,../data_new/focused/focused___151.png,focused,1,,,,
happy___82.jpg,../data_new/happy/happy___82.jpg,happy,2,,,,
angry___337.jpg,../data_new/angry/angry___337.jpg,angry,0,,,,
happy___164.png,../data_new/happy/happy___164.png,happy,2,,,,
happy___517.jpg,../data_new/happy/happy___517.jpg,happy,2,,,,
angry___325.jpg,../data_new/angry/angry___325.jpg,angry,0,,,,
happy___366.png,../data_new/happy/happy___366.png,happy,2,,,,
happy___14.jpg,../data_new/happy/happy___14.jpg,happy,2,,,,
neutral___151.png,../data_new/neutral/neutral___151.png,neutral,3,male,0,white,0
neutral___92.png,../data_new/neutral/neutral___92.png,neutral,3,male,0,asian,2
happy___391.png,../data_new/happy/happy___391.png,happy,2,,,,
focused___234.png,../data_new/focused/focused___234.png,focused,1,,,,
happy___416.jpg,../data_new/happy/happy___416.jpg,happy,2,,,,
focused___472.png,../data_new/focused/focused___472.png,focused,1,,,,
happy___329.jpg,../data_new/happy/happy___329.jpg,happy,2,,,,
happy___133.png,../data_new/happy/happy___133.png,happy,2,,,,
neutral___61.png,../data_new/neutral/neutral___61.png,neutral,3,male,0,white,0
neutral___155.png,../data_new/neutral/neutral___155.png,neutral,3,female,1,white,0
focused___432.png,../data_new/focused/focused___432.png,focused,1,,,,
angry___408.jpg,../data_new/angry/angry___408.jpg,angry,0,,,,
neutral___106.jpg,../data_new/neutral/neutral___106.jpg,neutral,3,male,0,asian,2
happy___526.jpg,../data_new/happy/happy___526.jpg,happy,2,,,,
angry___476.jpg,../data_new/angry/angry___476.jpg,angry,0,,,,
focused___480.png,../data_new/focused/focused___480.png,focused,1,,,,
neutral___84.jpg,../data_new/neutral/neutral___84.jpg,neutral,3,male,0,asian,2
angry___259.png,../data_new/angry/angry___259.png,angry,0,,,,
focused___422.jpg,../data_new/focused/focused___422.jpg,focused,1,,,,
focused___511.png,../data_new/focused/focused___511.png,focused,1,,,,
focused___189.png,../data_new/focused/focused___189.png,focused,1,,,,
happy___398.png,../data_new/happy/happy___398.png,happy,2,,,,
angry___7.jpg,../data_new/angry/angry___7.jpg,angry,0,,,,
angry___424.jpg,../data_new/angry/angry___424.jpg,angry,0,,,,
happy___458.jpg,../data_new/happy/happy___458.jpg,happy,2,,,,
focused___452.jpg,../data_new/focused/focused___452.jpg,focused,1,,,,
angry___500.png,../data_new/angry/angry___500.png,angry,0,,,,
neutral___431.png,../data_new/neutral/neutral___431.png,neutral,3,male,0,white,0
neutral___245.png,../data_new/neutral/neutral___245.png,neutral,3,female,1,hispanic,3
neutral___210.png,../data_new/neutral/neutral___210.png,neutral,3,male,0,black,1
neutral___489.jpg,../data_new/neutral/neutral___489.jpg,neutral,3,female,1,white,0
focused___341.png,../data_new/focused/focused___341.png,focused,1,,,,
neutral___113.jpg,../data_new/neutral/neutral___113.jpg,neutral,3,female,1,asian,2
focused___507.png,../data_new/focused/focused___507.png,focused,1,,,,
happy___271.jpg,../data_new/happy/happy___271.jpg,happy,2,,,,
angry___135.png,../data_new/angry/angry___135.png,angry,0,,,,
neutral___279.png,../data_new/neutral/neutral___279.png,neutral,3,female,1,white,0
neutral___416.png,../data_new/neutral/neutral___416.png,neutral,3,female,1,white,0
happy___10.jpg,../data_new/happy/happy___10.jpg,happy,2,,,,
angry___293.jpg,../data_new/angry/angry___293.jpg,angry,0,,,,
happy___502.png,../data_new/happy/happy___502.png,happy,2,,,,
neutral___56.jpg,../data_new/neutral/neutral___56.jpg,neutral,3,male,0,asian,2
happy___51.jpg,../data_new/happy/happy___51.jpg,happy,2,,,,
focused___40.png,../data_new/focused/focused___40.png,focused,1,,,,
focused___55.jpg,../data_new/focused/focused___55.jpg,focused,1,,,,
focused___298.png,../data_new/focused/focused___298.png,focused,1,,,,
angry___78.jpg,../data_new/angry/angry___78.jpg,angry,0,,,,
happy___402.jpg,../data_new/happy/happy___402.jpg,happy,2,,,,
